"","area_type","size","total_sqft","bath","balcony","price"
"7434","1",2,1438,2,1.58437573755015,89
"7435","1",2,1080,2,2,75
"7436","2",3,1200,3,1.58437573755015,125
"7437","2",2,1200,1,1,103
"7438","1",3,1590,3,2,58
"7439","1",3,1350,3,2,68
"7440","1",3,1400,2,2,48
"7441","1",3,1560,2,3,72
"7442","3",4,1810,3,2,57
"7443","1",3,2274.24,4,1,160
"7444","1",3,1484,3,1,74.18
"7445","3",3,1650,3,3,220
"7446","1",3,1455,2,2,55
"7447","1",3,2280,4,2,184
"7448","1",5,4900,5,1.58437573755015,980
"7449","3",3,2079,3,3,220
"7450","1",2,1351,2,2,74
"7451","1",3,1223,2,2,42.81
"7452","1",3,1430,2,1,61
"7453","3",4,3589,5,0,400
"7454","1",3,1310,2,2,37.83
"7455","2",4,1800,4,1,300
"7456","2",4,1120,4,2,175
"7457","1",2,984,2,1,55
"7458","3",3,1770,3,3,100
"7459","2",2,900,3,1,105
"7460","2",5,1350,5,1,120
"7461","1",2,1447,2,1,75.97
"7462","3",2,1140,2,1,60
"7463","1",2,1170,2,3,34
"7464","1",2,1160,2,2,46.39
"7465","1",2,1296,2,1,89
"7466","3",3,1570,3,2,80
"7467","1",3,1495,2,2,65
"7468","1",3,1530,2,2,67
"7469","2",5,900,4,0,140
"7470","1",3,1800,3,1,70
"7471","1",2,1088,2,2,48
"7472","1",3,1533,3,1,98.18
"7473","1",2,1100,2,1,68
"7474","3",3,1540,3,3,90
"7475","1",2,1244,3,1.58437573755015,48
"7476","1",2,1040,2,1,68.59
"7477","3",6,1034,6,2,101
"7478","1",2,1260,2,1,39.69
"7479","1",2,1180,2,1,41.3
"7480","1",2,1245,2,2,100
"7481","1",3,1350,3,0,75
"7482","1",3,1464,3,2,56
"7483","1",1,470,2,1,10
"7484","1",2,920,2,2,60
"7485","3",6,2300,7,0,160
"7486","1",2,1124,2,1,30.35
"7487","1",4,2095,3,1,109
"7488","1",2,1100,2,1,71.42
"7489","1",2,1019,2,1,58
"7490","1",3,1756,3,2,128
"7491","1",3,1280,3,1,50
"7492","2",4,1200,3,2,125
"7493","1",3,1700,3,2,150
"7494","1",3,2134,4,2,118
"7495","1",2,1369.1,2,1,98
"7496","2",3,600,3,1,69
"7497","2",3,1313,4,1.58437573755015,150
"7498","1",3,2515,4,3,155
"7499","1",3,2215,4,2,154
"7500","1",3,1440,3,2,72
"7501","1",3,1186,2,2,55.33
"7502","1",3,1350,2,2,47.24
"7503","1",3,1800,3,2,140
"7504","3",3,1600,3,3,79
"7505","3",2,1000,2,1,35
"7506","1",3,2275,3,3,285
"7507","1",3,1305,2,1,59
"7508","1",3,1740,3,1,150
"7509","3",2,900,2,1,90
"7510","3",2,1567,3,0,140
"7511","1",3,1082,2,1,45.5
"7512","3",2,1050,2,1,80
"7513","1",2,1200,2,1,56
"7514","3",3,3500,4,2,185
"7515","1",2,1220,2,2,52
"7516","1",3,1970,3,2,164
"7517","1",3,2665,3,1,350
"7518","3",4,2130,4,0,120
"7519","1",3,1749,3,2,120
"7520","1",2,1260,2,1,108
"7521","1",3,1554.94202937352,2,1,48
"7522","1",2,1170,2,2,120
"7523","1",3,1670,3,2,75
"7524","1",3,2264,3,2,168
"7525","1",4,3500,5,1.58437573755015,450
"7526","1",2,1100,2,2,55
"7527","1",2,674,1,1,19.9
"7528","1",2,1320,2,1,160
"7529","2",4,600,4,2,85
"7530","1",2,1125,2,2,65
"7531","1",2,1125,2,2,44.5
"7532","1",2,700,2,1,29
"7533","3",3,1300,2,1,75
"7534","1",3,1600,3,2,83
"7535","1",3,1052,2,1,60
"7536","1",4,1140,3,1,145
"7537","1",2,1130,2,2,36
"7538","2",4,1140,3,2,225
"7539","1",3,2200,3,3,220
"7540","3",3,1500,2,1,63
"7541","1",3,1350,3,1,47.25
"7542","1",3,1230,2,2,52
"7543","1",3,1520,2,2,85
"7544","1",1,525,1,1,26.25
"7545","1",2,1040,2,1,61
"7546","3",3,1300,2,1,67
"7547","1",4,2690,4,3,201
"7548","1",1,780,1,1,70
"7549","1",2,1140,2,1,51.2
"7550","1",3,1225,3,1,33.08
"7551","3",1,646,1,0,25.84
"7552","1",3,1600,3,1,150
"7553","1",3,1890,4,3,125
"7554","3",2,1050,2,1,34
"7555","2",6,1200,4,2,100
"7556","1",3,1458,2,2,62
"7557","2",5,1200,6,0,86
"7558","1",3,1970,3,2,160
"7559","2",3,1808,4,0,80
"7560","3",2,1007,2,1,67
"7561","1",2,1105,2,1,50
"7562","1",3,1700,3,3,150
"7563","1",2,1170,2,3,50
"7564","3",2,1080,2,3,45
"7565","1",3,1150,2,1,62
"7566","1",2,1200,2,1,57.9
"7567","1",2,1200,2,1,54
"7568","1",3,1656,3,2,75
"7569","2",4,600,4,2,87
"7570","1",2,1040,2,2,50
"7571","1",2,1085,2,2,33.7
"7572","1",3,1215,2,2,49.75
"7573","3",4,2150,4,2,115
"7574","2",4,1100,4,1,120
"7575","1",2,1210,2,1,77
"7576","3",2,1050,2,1,55
"7577","2",3,600,3,1,70
"7578","1",3,1920,3,2,150
"7579","1",3,1250,2,1,50
"7580","1",2,947.55,2,1,80
"7581","3",2,1421,2,1,90
"7582","2",6,1050,4,2,155
"7583","1",3,1425,2,2,74.31
"7584","1",2,1162,2,1,58
"7585","1",1,905,1,1,60
"7586","1",2,914,2,1,32
"7587","3",2,1258,2,0,58
"7588","2",4,1100,4,2,220
"7589","2",4,3500,4,1,289
"7590","2",7,2400,6,1.58437573755015,450
"7591","3",4,4200,4,1.58437573755015,800
"7592","1",3,1537,2,3,70
"7593","1",3,1230,2,2,53.51
"7594","2",6,2400,5,2,300
"7595","1",3,2250,3,1,200
"7596","2",4,2000,4,1,69
"7597","1",8,3000,4,3,130
"7598","3",4,2600,4,0,325
"7599","3",4,3200,3,2,250
"7600","3",2,950,2,0,32
"7601","1",4,4000,4,1.58437573755015,200
"7602","1",3,1282,2,1,48.72
"7603","3",2,1304,2,0,111
"7604","1",3,2100,3,2,200
"7605","3",3,1220,2,2,49
"7606","1",3,1636,3,2,85
"7607","3",3,1415,3,1,65
"7608","2",3,1554.94202937352,3,1,217
"7609","1",3,1728,3,2,125
"7610","1",3,1680,3,3,125
"7611","1",2,1235,2,1,140
"7612","2",4,900,2,1,115
"7613","3",4,3990,4,1,260
"7614","3",2,1495,2,2,83
"7615","2",5,1500,5,1,175
"7616","1",3,2501,3,3,138
"7617","4",1,381,1,0,28
"7618","1",4,3301.8,5,2,570
"7619","1",3,2002,3,2,120
"7620","3",3,3200,3,0,260
"7621","2",2,1200,2,2,70
"7622","2",4,1500,3,0,235
"7623","2",3,1942,3,1.58437573755015,90
"7624","1",3,1554.94202937352,2.69260964746735,1.58437573755015,60.75
"7625","3",1,660,1,0,95
"7626","2",4,1200,6,2,170
"7627","3",3,1450,3,2,90
"7628","1",2,1039,2,1,50
"7629","1",2,1210,2,1,80
"7630","1",2,995,1,1,24.88
"7631","3",3,1620,3,2,90
"7632","3",3,3204,4,3,395
"7633","3",3,3408,3,3,260
"7634","3",2,1314,2,3,55
"7635","1",2,945,2,1,33
"7636","3",3,1374,3,2,72
"7637","3",3,1603,3,3,113
"7638","3",3,1230,2,2,52
"7639","1",2.8055074862689,670,1,1,50
"7640","1",4,1864,3,2,105
"7641","3",3,2500,3,2,100
"7642","1",3,1625,2,2,54
"7643","1",2,1186,2,3,55
"7644","2",8,1500,7,2,382
"7645","1",2,770,1,1,39.9
"7646","1",2,1085,2,1,45
"7647","1",4,3754,6,2,480
"7648","1",3,1893,3,2,115
"7649","2",4,600,3,2,65
"7650","1",3,1496,2,3,78
"7651","1",3,1305,3,1,33.28
"7652","1",3,1550,2,2,82
"7653","1",3,1200,2,1,58.17
"7654","1",3,1494,2,2,94.55
"7655","1",2,1286,2,2,69
"7656","2",3,600,4,1,100
"7657","1",3,1860,3,2,95
"7658","3",1,425,1,1,750
"7659","1",2,1243,2,2,45
"7660","1",2,1200,2,2,75
"7661","1",2,1044,2,2,32
"7662","1",2,1040,2,1,41.59
"7663","1",2,1125,2,2,36.94
"7664","1",3,3489,3,1,662
"7665","1",3,1278,2,2,59
"7666","1",6,2400,6,1.58437573755015,98
"7667","1",2,1250,2,1,43
"7668","2",5,2400,6,3,125
"7669","2",5,4166,5,1.58437573755015,560
"7670","1",2,1210,2,2,75
"7671","1",4,1200,3,2,110
"7672","1",3,1157,2,1,57.84
"7673","1",2,1185,2,1,51.15
"7674","1",3,1450,3,3,100
"7675","1",3,1859,3,2,121
"7676","1",2,1763,3,2,262
"7677","1",2,900,1,1,25
"7678","1",3,1305,3,1,60
"7679","3",3,1200,2,2,100
"7680","1",1,1554.94202937352,1,0,35.285
"7681","2",2.8055074862689,5000,2.69260964746735,1.58437573755015,400
"7682","1",2,1150,2,0,36.8
"7683","3",3,1806,3,3,85
"7684","1",2,1027,2,2,42
"7685","1",2,1002,2,1,40.08
"7686","1",3,1220,2,1,36.21
"7687","1",2,1109,2,1,35.22
"7688","3",2,1002,2,1,40.08
"7689","1",2,1308,2,1,89.04
"7690","1",2,1232,2,1,69.6
"7691","1",2,1027,2,2,44
"7692","3",2,1250,2,2,65
"7693","2",6,900,6,3,170
"7694","2",4,960,4,2,80
"7695","1",2,1255,2,1,53.87
"7696","3",3,1434,3,3,84
"7697","3",2,925,2,2,30
"7698","1",3,1858,3,1,123
"7699","3",2,1205,2,1,70
"7700","2",3,1500,3,2,90
"7701","2",3,1200,3,2,200
"7702","1",2,1020,2,2,48.95
"7703","1",2,965,2,1,56
"7704","2",5,1800,6,3,270
"7705","2",6,1200,4,2,90
"7706","1",2,1636,2,2,82.89
"7707","1",3,1724,3,1,125
"7708","1",2,1216,2,1,67
"7709","1",1,654,1,1,36.25
"7710","3",4,2460,7,2,80
"7711","1",2,1190,2,2,41
"7712","2",7,1200,5,2,180
"7713","1",3,1636,3,2,92
"7714","1",2,1195,2,2,73
"7715","1",3,2400,3,3,251
"7716","1",2,1250,2,1,67
"7717","1",3,1452,3,1.58437573755015,90
"7718","1",3,1546,3,1,95
"7719","3",4,1554.94202937352,6,0,142
"7720","2",3,1440,3,1,275
"7721","2",2,2260,3,1,80
"7722","2",4,2700,3,2,90
"7723","1",2,1475,2,2,171
"7724","3",4,3000,3,2,150
"7725","3",1,375,1,0,26
"7726","1",2,1007,2,1,66
"7727","2",1,1554.94202937352,1,0,125
"7728","1",4,5422,6,1.58437573755015,1900
"7729","1",2,1020,2,3,47
"7730","1",2,1000,2,0,150
"7731","2",2,800,3,1,59.5
"7732","2",5,1200,3,2,95
"7733","1",2,1125,2,3,55
"7734","2",9,1150,9,1.58437573755015,140
"7735","3",3,909,2,1,43
"7736","3",4,2850,5,0,240
"7737","1",2,1400,2,3,85
"7738","1",2,1152,2,2,61
"7739","1",2,958,2,1,34.49
"7740","1",2,1150,2,2,55
"7741","1",3,2990,5,1,173
"7742","1",2,1310,2,2,85
"7743","1",3,1590,2,2,126
"7744","1",3,1645,3,2,110
"7745","3",3,1800,2,2,100
"7746","1",3,1795,3,2,150
"7747","1",2,1100,2,3,35
"7748","1",1,1554.94202937352,1,0,38.535
"7749","1",2,925,2,2,70
"7750","1",3,1542.14,3,3,120
"7751","2",4,3746,6,1,375
"7752","1",3,1430,2,2,54
"7753","1",2,1020,2,2,55
"7754","2",4,750,2,1,42
"7755","1",2,1140,2,1,32.92
"7756","3",3,967,2,1,45
"7757","1",4,2470,4,2,203
"7758","3",2,850,1,0,35.5
"7759","1",2,1100,2,2,32
"7760","1",3,1697,3,2,110
"7761","1",2,1250,2,2,47
"7762","1",2,1120,2,2,50
"7763","2",4,1200,4,0,95
"7764","2",5,5100,6,3,375
"7765","2",4,2400,3,2,480
"7766","1",2,1200,2,1,52
"7767","1",2,1100,2,1,44
"7768","1",3,1417,2,2,76
"7769","3",3,1492,3,1,88
"7770","1",3,1498,3,3,79.15
"7771","3",4,3500,2,1,350
"7772","1",2,1010,2,1,48.27
"7773","1",2,1255,2,2,53.5
"7774","1",2,1050,2,1,35
"7775","1",3,1847,3,2,125
"7776","1",2,1200,2,2,55
"7777","1",2,982,2,2,37.28
"7778","1",3,2144.6,4,2,145
"7779","1",2,750,2,1,36.5
"7780","1",2,919,2,2,35
"7781","1",2,1087,2,1,54.3
"7782","3",3,1480,3,2,74
"7783","3",2,1180,2,2,52
"7784","1",3,2100,4,2,255
"7785","1",3,1221,3,2,65
"7786","1",2,1194,2,2,46
"7787","3",3,2072,3,2,122
"7788","3",3,1600,3,2,69
"7789","1",3,2200,3,2,98
"7790","1",3,1640,3,3,220
"7791","1",2,1253,2,2,81.5
"7792","1",2,1061,2,1,54.92
"7793","1",3,1950,3,2,115
"7794","3",2,1250,2,2,68
"7795","1",3,1585,2,3,80
"7796","1",3,1452,3,3,60.98
"7797","1",2,1015,2,2,37
"7798","1",4,1554.94202937352,6,0,118
"7799","1",2,1125,2,2,56.8
"7800","1",2,1116,2,2,40
"7801","3",1,400,1,0,35
"7802","1",4,4000,4,2,325
"7803","1",4,3900,4,2,410
"7804","1",2,1300,2,2,100
"7805","1",2,1419,2,1,60.42
"7806","1",3,1310,2,1,55
"7807","1",3,2072,4,2,152
"7808","3",2,1240,2,1,58.58
"7809","3",3,1565,3,2,98.91
"7810","1",3,1820,3,2,89
"7811","2",3,2500,3,1,88
"7812","2",5,3657,5,1.58437573755015,310
"7813","1",2,1245,2,1,62
"7814","1",3,1315,3,1,65
"7815","1",3,1410,2,2,73
"7816","1",2,1375,2,1,60
"7817","1",2,1299,2,2,95
"7818","1",2,993,2,3,45.5
"7819","2",2,1200,3,0,45
"7820","1",2,985,2,1,156
"7821","3",4,2400,5,3,180
"7822","1",3,1255,2,1,95
"7823","1",3,1655,3,2,131
"7824","1",4,2830,5,3,190
"7825","1",1,6000,1,1,276
"7826","3",2,550,1,1,15
"7827","1",1,825,2,1,40
"7828","1",3,1634,3,1,111
"7829","2",8,1200,6,3,105
"7830","1",2,1222,2,2,80
"7831","1",3,1500,3,2,63
"7832","1",3,1890,4,2,100
"7833","3",4,3750,6,2,375
"7834","1",2,850,1,1,39.5
"7835","1",2,1295,2,3,78.5
"7836","1",2,1320,2,1,100
"7837","3",4,950,3,3,179
"7838","2",4,1200,4,2,225
"7839","3",4,3000,3,3,170
"7840","3",2,1197,2,1,82
"7841","1",3,1320,2,3,60
"7842","2",5,1180,5,2,98.5
"7843","1",1,840,1,1,57.6
"7844","1",1,1554.94202937352,1,0,19.83
"7845","1",3,1693,3,1,71.38
"7846","1",2,1000,2,1,62
"7847","3",2,1305,2,1,70
"7848","3",1,450,1,1,18
"7849","1",1,705,1,1,57
"7850","1",4,750,6,2,75
"7851","3",5,4800,5,2,150
"7852","3",4,5000,5,1.58437573755015,600
"7853","2",4,5000,4,3,425
"7854","3",3,1991,3,2,104
"7855","1",3,1779,3,2,90
"7856","2",4,10200,4,1,1250
"7857","1",2,870,2,2,38
"7858","1",3,1595,3,2,120
"7859","1",1,525,1,1,26
"7860","2",4,945,5,2,120
"7861","2",6,2400,4,2,420
"7862","1",3,2000,4,2,138
"7863","1",3,1614,3,2,93
"7864","1",2,1200,2,3,40
"7865","3",3,1150,3,3,46
"7866","1",4,3200,4,1.58437573755015,440
"7867","1",3,1610,3,2,80.48
"7868","1",2,1190,2,2,41
"7869","1",2,1050,2,2,50
"7870","2",4,4800,5,2,420
"7871","1",3,1460,2,1,97
"7872","1",3,3400,3,3,400
"7873","2",1,600,1,0,33
"7874","3",3,1569,3,0,70
"7875","3",3,2600,3,2,147
"7876","1",1,645,1,0,42.5
"7877","2",4,1200,3,1,180
"7878","2",3,800,3,0,95
"7879","3",2,800,2,1,80
"7880","1",2,1350,2,1,90
"7881","1",3,2780,4,1,325
"7882","1",3,1410,2,2,45.12
"7883","1",2,1109,2,1,35.47
"7884","1",4,2000,3,2,1063
"7885","3",1,800,1,0,72
"7886","1",2,1215,2,1,68
"7887","2",8,1230,6,0,250
"7888","3",3,2273,4,2,192
"7889","1",2,1255,2,2,52.76
"7890","1",2,1020,2,1,49
"7891","1",3,1225,2,2,82
"7892","1",2,1120,2,1,60
"7893","2",5,2400,5,3,625
"7894","1",3,1225,2,1,69
"7895","2",4,5200,5,3,242
"7896","3",4,4000,4,1,700
"7897","1",3,1984,4,1,145
"7898","1",3,2425,3,1,197
"7899","2",3,1200,3,1,56.12
"7900","1",2,1127,2,1,45
"7901","3",3,1655,3,2,97
"7902","1",1,500,1,1,14
"7903","2",3,1200,3,1,68.38
"7904","1",2,1000,2,2,43
"7905","1",2,1225,2,2,47.88
"7906","1",2,1350,2,2,45
"7907","2",4,600,5,3,95
"7908","1",2,1175,2,3,49
"7909","1",1,655,1,2,27
"7910","1",3,1311,2,1,84.86
"7911","2",3,600,4,0,90
"7912","4",2,1000,2,1,38.5
"7913","1",2,1196,2,1,96
"7914","3",3,1050,2,1,59
"7915","1",3,1275,2,2,52
"7916","4",2,927,2,1,50
"7917","1",3,1520,2,3,61
"7918","2",4,2400,5,2,395
"7919","3",2,1333,2,1,104
"7920","1",1,600,1,0,18
"7921","1",3,1326,2,1,34.8
"7922","1",3,1554.94202937352,2.69260964746735,1.58437573755015,85.125
"7923","3",2,1370,2,2,125
"7924","1",2,1100,2,2,85
"7925","1",3,1650,3,3,100
"7926","1",3,1917,3,2,132
"7927","4",3,780,3,1.58437573755015,75
"7928","1",2,950,2,1,58.11
"7929","1",2,1175,2,1,48.72
"7930","1",2,1089,2,1,43.55
"7931","1",3,1804,3,2,175
"7932","1",2,1257,2,1,68.5
"7933","1",1,650,1,2,19.87
"7934","1",3,1850,3,2,150
"7935","3",4,2800,4,1,200
"7936","3",2,945,2,1.58437573755015,40
"7937","1",2,1161,2,1,63.85
"7938","1",3,1630,3,2,51.35
"7939","1",3,1310,2,2,60
"7940","1",2,750,2,1,28
"7941","2",3,1200,3,1,67.77
"7942","1",2,1000,2,1,45
"7943","2",4,4000,4,2,225
"7944","3",2,1315,2,2,70
"7945","1",3,1370,2,2,90
"7946","2",5,1200,4,3,150
"7947","3",2,1465,3,3,90
"7948","2",3,20000,3,1.58437573755015,175
"7949","1",2,1128,2,1,64
"7950","1",3,1250,2,2,70
"7951","1",3,1645,3,2,117
"7952","1",3,1284,2,2,75
"7953","1",3,2600,3,2,199
"7954","1",3,1820,3,2,150
"7955","1",3,1580,3,1,73
"7956","3",3,2650,3,2,125
"7957","1",2,1215,2,1,68
"7958","1",2,1075,2,1,40
"7959","1",3,1400,2,3,78
"7960","1",3,1400,2,1,55
"7961","3",2,845,2,1,30
"7962","1",4,2600,4,3,40
"7963","3",4,1554.94202937352,6,0,385.5
"7964","1",2,800,2,1,85
"7965","1",2,1199,2,1,85
"7966","1",2,1175,2,2,43.48
"7967","2",3,2400,3,1.58437573755015,270
"7968","1",3,1767,3,2,109
"7969","1",4,1800,3,1,90
"7970","1",3,1856,3,2,135
"7971","2",3,1200,3,1.58437573755015,140
"7972","1",3,1613,3,0,150
"7973","1",4,6830,5,1.58437573755015,795
"7974","3",2,1290,2,0,90
"7975","1",2,1375,2,1,78
"7976","1",2,985,2,2,57
"7977","2",4,1200,4,1,200
"7978","1",2,1099,2,1,37.5
"7979","1",1,605,1,0,13.31
"7980","1",11,6000,12,1.58437573755015,150
"7981","3",7,3600,7,3,160
"7982","1",2,1200,2,1,53
"7983","3",2,1000,2,1,45
"7984","1",3,1159,2,3,38
"7985","1",5,3692,5,1.58437573755015,340
"7986","2",2,600,2,1,80
"7987","2",4,2400,4,3,600
"7988","3",3,1540,2,2,78
"7989","3",3,1503,2,2,93
"7990","1",3,1850,4,2,120
"7991","3",3,1580,3,1,60
"7992","1",2,1190,2,2,39.25
"7993","2",2,1200,2,1,61
"7994","2",7,1000,7,3,250
"7995","1",2,850,1,1,19.9
"7996","1",3,2180,3,2,285
"7997","1",3,2500,2,1,60
"7998","2",3,1200,3,1,56.12
"7999","1",3,1500,2,2,52
"8000","2",5,1200,3,2,180
"8001","1",3,1880,3,3,120
"8002","1",2,1150,2,2,45
"8003","2",4,4408,4,2,344
"8004","1",2,924,2,2,35.11
"8005","1",5,7800,6,1.58437573755015,385
"8006","2",6,600,6,3,100
"8007","2",4,750,4,1,95
"8008","3",3,1962,3,2,175
"8009","2",5,1200,4,3,240
"8010","1",3,1765,3,2,77.27
"8011","1",2,1174,2,1,29.35
"8012","1",3,1894,3,1,115
"8013","2",4,960,2,2,138
"8014","1",3,1760,3,2,142
"8015","3",3,1768,3,3,95
"8016","3",3,1790,3,0,97
"8017","2",4,3500,5,1,800
"8018","2",2,1200,2,1,45
"8019","3",4,2540,4,0,160
"8020","1",2,1137,2,1,53.4
"8021","1",4,1554.94202937352,2.69260964746735,1.58437573755015,229
"8022","2",7,1200,6,1.58437573755015,115
"8023","1",3,1568,2,2,100
"8024","3",4,1554.94202937352,4,0,393.5
"8025","1",2,1308,2,1,60
"8026","1",4,3060,4,2,350
"8027","1",3,1200,2,1,41
"8028","1",1,800,1,2,32
"8029","1",1,530,1,1,13.5
"8030","3",3,873,2,1,40
"8031","2",7,3000,6,3,145
"8032","2",4,1200,4,1,235
"8033","1",2,958,2,1,33.53
"8034","1",3,2072,4,2,160
"8035","1",3,2273,3,3,159
"8036","2",3,600,3,2,90
"8037","1",1,760,1,2,50
"8038","1",2,1090,2,2,43.5
"8039","1",3,2072,4,2,155
"8040","1",3,2666,3,1,230
"8041","1",3,1550,2,1,89
"8042","1",2,1251,2,1,50
"8043","1",2,1070,2,1,53
"8044","1",2,1200,2,2,45
"8045","3",3,1435,2,2,60
"8046","3",3,1400,2,3,45
"8047","1",4,2330,3,2,94.71
"8048","1",2,1200,2,3,60
"8049","1",2,1000,2,2,40
"8050","1",3,1655,2,2,62.89
"8051","3",9,3600,9,3,240
"8052","2",1,600,1,1,35
"8053","1",2,1175,2,1,50
"8054","1",2,1155,2,2,40.43
"8055","2",3,1200,3,2,98
"8056","1",2,1149,2,2,65
"8057","1",3,1554.94202937352,2.69260964746735,1.58437573755015,98.485
"8058","2",4,3200,4,2,375
"8059","1",2,1010,2,2,55
"8060","1",3,1718,3,2,119
"8061","1",2,650,1,1,20
"8062","1",2,1330,2,2,77
"8063","1",2,1200,2,2,68
"8064","1",3,1693,3,2,89
"8065","1",2,1249,2,1,165
"8066","3",3,1800,4,1,125
"8067","2",2,900,2,0,55
"8068","1",2,1020,2,1,46
"8069","1",3,1700,3,2,77
"8070","3",1,661,1,1,40
"8071","1",2,1280,2,2,60.16
"8072","2",5,1000,4,2,90
"8073","1",2,1170,2,1,48
"8074","1",1,933,2,1,58
"8075","3",2,1150,2,0,44
"8076","1",4,3633,6,2,550
"8077","1",3,1380,3,3,130
"8078","3",2,1050,2,1,64.8
"8079","1",2,1080,2,1,37.8
"8080","1",2,1303,2,1,90
"8081","1",2,1196,2,2,40.54
"8082","3",5,2500,3,2,180
"8083","2",5,1200,4,1,95
"8084","1",3,1250,3,2,41
"8085","1",3,1419,2,3,87
"8086","1",2,1200,2,3,49
"8087","3",2,1120,2,2,65
"8088","1",1,1554.94202937352,1,0,45.4
"8089","1",2,1245,2,1,75
"8090","3",4,3978,4,3,428
"8091","1",2,1093,2,1,34
"8092","1",2,1025,1,1,26.63
"8093","1",2,1345,2,1,97
"8094","2",2,1500,2,1,45
"8095","1",2,1180,2,1,86
"8096","1",2,1020,2,1,48.45
"8097","1",3,1800,3,3,85
"8098","1",4,3621,4,1,511
"8099","1",3,2008,3,2,170
"8100","1",3,1240,2,2,39.85
"8101","1",2,1020,2,1,55
"8102","1",3,2095,3,2,142
"8103","1",3,1362,3,2,62.63
"8104","1",1,694,1,0,30.84
"8105","1",2,1404,2,2,70
"8106","1",3,1192,2,3,47
"8107","2",8,1850,12,1.58437573755015,300
"8108","2",4,1050,1,0,35
"8109","1",2,1259,2,1,67.48
"8110","1",2,1000,2,2,34
"8111","1",2,985,2,1,49.97
"8112","3",1,850,1,2,60
"8113","3",3,1650,2,1,50
"8114","2",5,2400,3,1,320
"8115","1",3,1900,4,1,180
"8116","1",2,1367,2,2,86
"8117","1",3,1210,2,2,81
"8118","1",2,1190,2,1,48.6
"8119","1",2,1175,2,2,42
"8120","1",4,2800,4,1.58437573755015,400
"8121","1",2,1140,2,2,40
"8122","1",2,1095,2,2,33.6
"8123","1",1,782,1,0,19.55
"8124","1",3,1435,2,2,80
"8125","1",2,725,2,2,36
"8126","3",3,1600,2,2,88
"8127","2",5,1200,5,1.58437573755015,160
"8128","1",4,3205,4,2,300
"8129","2",4,720,3,1,95
"8130","1",3,1674,3,1.58437573755015,90
"8131","2",4,860,4,2,125
"8132","1",2,1243,2,2,46
"8133","1",3,1703,3,2,130
"8134","1",3,1350,3,1,71.55
"8135","1",2,1145,2,1,41.21
"8136","1",2,1216,2,1,75
"8137","1",2,1100,3,1,60
"8138","1",4,2425,5,1,201
"8139","2",4,2700,4,2,175
"8140","1",2,1196,2,2,40.54
"8141","4",3,1600,3,3,90
"8142","1",3,1510,3,3,47.57
"8143","1",4,3033,4,1,326
"8144","2",2,780,2,1,72
"8145","1",2,1194,2,2,47
"8146","3",2,1250,2,2,110
"8147","2",5,1480,4,1,169
"8148","2",4,1250,4,1,100
"8149","2",4,1350,4,2,160
"8150","3",1,620,2,0,48
"8151","1",3,1630,3,2,60.65
"8152","3",2,1020,2,0,45
"8153","1",3,1410,2,2,53.58
"8154","4",2,1181.7,2,1,100
"8155","2",9,1200,8,3,270
"8156","1",3,1691,3,2,113
"8157","3",4,1200,4,0,83
"8158","1",2,1200,2,3,60
"8159","1",2,1050,2,2,50
"8160","1",3,1300,3,2,77.99
"8161","1",2,1356,2,1,94.84
"8162","1",2,1338,2,1,103
"8163","1",1,500,1,1,20
"8164","1",3,1280,2,1,100
"8165","1",3,1531,3,3,51.77
"8166","1",4,11000,4,1,1600
"8167","3",2,620,1,1,23.5
"8168","1",3,1605,2,2,65
"8169","1",3,1917,3,2,110
"8170","2",4,1200,3,1,340
"8171","1",3,2750,3,2,943
"8172","3",3,1400,3,2,55
"8173","3",3,2625,3,3,175
"8174","3",2,1100,2,1,55
"8175","1",3,2041,3,3,128
"8176","1",3,2070,4,2,160
"8177","1",3,1110,3,3,59
"8178","3",3,1650,3,1,110
"8179","2",4,3565,4,3,255
"8180","1",3,1033,2,2,30.47
"8181","1",2,1142,2,2,65
"8182","1",3,1500,2,2,75
"8183","1",3,1502,3,3,50
"8184","1",3,1176,2,1,45
"8185","1",2,1063,2,1,32.8
"8186","3",2,1100,2,1,60
"8187","2",2,1044,2,2,85
"8188","2",3,5400,3,2,700
"8189","3",2,1216,2,2,60
"8190","1",3,1425,3,2,55
"8191","2",8,1200,8,2,150
"8192","1",2,1345,2,2,108
"8193","1",2,1248,2,1,130
"8194","2",4,1830,4,2,325
"8195","3",2,900,1,0,130
"8196","3",4,3600,4,1.58437573755015,245
"8197","1",2,1025,2,1,35.88
"8198","2",2,840,1,1,99
"8199","1",3,3050,2,1.58437573755015,90
"8200","1",3,1424,2,2,75
"8201","3",3,2500,3,1,268
"8202","2",6,1200,6,1.58437573755015,230
"8203","1",2,1285,2,2,45
"8204","1",2,1450,2,1,55.99
"8205","1",2,1160,2,1,70
"8206","2",3,2700,3,0,350
"8207","2",3,2000,2,2,95
"8208","1",2,1125,2,1,47.65
"8209","3",4,3900,4,2,175
"8210","3",2,1133,2,1,38.37
"8211","1",2,1240,2,2,60
"8212","1",3,1466,3,3,77.59
"8213","1",4,3870,4,2,411
"8214","1",3,1610,2,2,115
"8215","1",3,1220,3,2,56
"8216","3",2,1225,2,2,48
"8217","1",2,1300,2,1,54
"8218","1",3,1996,4,1,123
"8219","1",3,1320,2,2,55
"8220","1",3,1800,3,2,240
"8221","1",3,1835,3,3,175
"8222","1",3,1435,3,2,90
